age,city,email,gender,mixed breed,organization_id,pet_id,phone,photo1,photo2,photo3,postcode,primary breed,secondary breed,size,state,type,url
Adult,Orland Park,info@hwhanimalrescue.com,Female,True,IL652,44096499,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44096499/1/?bust=1551104230,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44096499/2/?bust=1551104230,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44096499/3/?bust=1551104231,60462,Pug,Beagle,Small,IL,Dog,https://www.petfinder.com/dog/petunia-44096499/il/orland-park/half-way-home-animal-rescue-il652/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Phoenix,applications@helpadogsmile.org,Male,True,AZ358,44095854,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44095854/1/?bust=1551114957,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44095854/2/?bust=1551114959,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44095854/3/?bust=1551114960,85029,Pug,Chihuahua,Small,AZ,Dog,https://www.petfinder.com/dog/little-stewie-44095854/az/phoenix/help-a-dog-smile-az358/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,New Albany,jennpedbutler@me.com,Male,True,OH1044,44093773,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44093773/1/?bust=1551059507,,,43054,Pug,Beagle,Medium,OH,Dog,https://www.petfinder.com/dog/hunter-44093773/oh/new-albany/new-albany-pet-rescue-oh1044/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,San Juan Capistrano,Dog@arkofsanjuan.org,Female,True,CA1394,44092758,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44092758/1/?bust=1551034278,,,92675,Pug,Shih Tzu,Small,CA,Dog,https://www.petfinder.com/dog/patti-44092758/ca/san-juan-capistrano/the-ark-of-san-juan-companion-animal-rescue-ca1394/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Windermere,pugrescueofflorida@gmail.com,Male,False,FL669,44092527,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44092527/3/?bust=1551028930,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44092527/1/?bust=1551028908,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44092527/2/?bust=1551028918,34786,Pug,,Small,FL,Dog,https://www.petfinder.com/dog/otis-44092527/fl/windermere/pug-rescue-of-florida-inc-fl669/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Alexandria,adopt@ophrescue.org,Male,True,VA600,44088235,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44088235/1/?bust=1553133352,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44088235/2/?bust=1551988057,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44088235/3/?bust=1551988159,22309,Pug,Beagle,Medium,VA,Dog,https://www.petfinder.com/dog/olaf-frozen-pups-44088235/va/alexandria/operation-paws-for-homes-va600/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Griffin,info@pregnantdogrescue.org,Female,True,GA538,44085353,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44085353/1/?bust=1551741317,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44085353/2/?bust=1551708148,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44085353/3/?bust=1551708153,30223,Pug,Chihuahua,Small,GA,Dog,https://www.petfinder.com/dog/paige-44085353/ga/griffin/pregnant-dog-rescue-inc-ga538/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Gardena,gwenn@pugnationla.org,Female,False,CA2386,44084237,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44084237/1/?bust=1553287040,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44084237/2/?bust=1553287074,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44084237/3/?bust=1553287103,90248,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/nita-44084237/ca/gardena/pug-nation-rescue-of-la-ca2386/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Omaha,pugpartners@gmail.com,Male,False,NE88,44082238,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44082238/1/?bust=1550930238,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44082238/2/?bust=1550930241,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44082238/3/?bust=1550930243,68104,Pug,,Small,NE,Dog,https://www.petfinder.com/dog/bo-44082238/ne/omaha/pug-partners-of-nebraska-ne88/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Omaha,pugpartners@gmail.com,Male,False,NE88,44082222,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44082222/1/?bust=1550929919,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44082222/2/?bust=1550929936,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44082222/3/?bust=1550929944,68104,Pug,,Small,NE,Dog,https://www.petfinder.com/dog/oscar-44082222/ne/omaha/pug-partners-of-nebraska-ne88/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Marrero,info@blue-tails.com,Male,True,LA359,44078785,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44078785/1/?bust=1553076429,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44078785/2/?bust=1551161503,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44078785/3/?bust=1551161506,70072,Pug,,Small,LA,Dog,https://www.petfinder.com/dog/jax-44078785/la/marrero/bluetails-la359/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Minneapolis,savethatdog@hotmail.com,Female,True,KS228,44077931,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44077931/6/?bust=1550882361,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44077931/1/?bust=1550882358,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44077931/2/?bust=1550882359,67467,Pug,Chihuahua,Small,KS,Dog,https://www.petfinder.com/dog/iris-44077931/ks/minneapolis/srl-save-rescue-love-that-dog-ks228/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Palm City,nalasrescue@gmail.com,Male,True,FL990,44076452,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44076452/1/?bust=1550853694,,,34990,Pug,Basset Hound,Small,FL,Dog,https://www.petfinder.com/dog/bindi-44076452/fl/palm-city/nalas-new-life-rescue-inc-fl990/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Baton Rouge,barkandrollrescuecompanions@gmail.com,Female,True,LA356,44076376,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44076376/1/?bust=1550852673,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44076376/2/?bust=1550852699,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44076376/3/?bust=1550852702,70816,Pug,,Medium,LA,Dog,https://www.petfinder.com/dog/tequila-44076376/la/baton-rouge/bark-and-roll-rescue-companions-la356/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Knoxville,adoptions@young-williams.org,Female,True,TN61,44075776,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44075776/1/?bust=1552399414,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44075776/2/?bust=1552399441,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44075776/3/?bust=1552399464,37919,Pug,Chihuahua,Medium,TN,Dog,https://www.petfinder.com/dog/penny-44075776/tn/knoxville/young-williams-animal-center-tn61/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Cedar Springs,xbellowoodx@yahoo.com,Female,True,MI214,44069714,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44069714/1/?bust=1550783090,,,49319,Pug,,Small,MI,Dog,https://www.petfinder.com/dog/muffin-44069714/mi/cedar-springs/bellowood-mi214/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Kendall,pals4petslb@aol.com,Female,True,NY573,44069301,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44069301/1/?bust=1550775656,,,14476,Pug,,Small,NY,Dog,https://www.petfinder.com/dog/lacie-44069301/ny/kendall/pals4pets-rescue-ny573/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Genoa City,ApplicationK9LLR@aol.com,Female,True,WI157,44068206,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44068206/1/?bust=1550778338,,,53128,Pug,Beagle,Small,WI,Dog,https://www.petfinder.com/dog/ms-jolie-44068206/wi/genoa-city/k9-lifeline-rescue-inc-wi157/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Mesa,ghosttowndogrescue@gmail.com,Male,True,AZ621,44068021,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44068021/1/?bust=1553276801,,,85205,Pug,,Medium,AZ,Dog,https://www.petfinder.com/dog/bachiko-44068021/az/mesa/ghost-town-dog-rescue-az621/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Gardena,gwenn@pugnationla.org,Male,False,CA2386,44067393,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44067393/1/?bust=1553287055,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44067393/2/?bust=1553287075,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44067393/3/?bust=1553287100,90248,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/tiska-44067393/ca/gardena/pug-nation-rescue-of-la-ca2386/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,San Antonio,mysterydogrescue1@yahoo.com,Female,False,TX1718,44065061,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44065061/1/?bust=1550714033,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44065061/2/?bust=1550714040,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44065061/3/?bust=1550714051,78209,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/sophie-44065061/tx/san-antonio/mystery-dog-rescue-tx1718/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Gardena,gwenn@pugnationla.org,Male,False,CA2386,44062360,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44062360/1/?bust=1553287042,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44062360/2/?bust=1553287082,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44062360/3/?bust=1553287095,90248,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/tomas-44062360/ca/gardena/pug-nation-rescue-of-la-ca2386/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,New Philadelphia,contact@tuschumanesociety.com,Female,True,OH780,44059727,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44059727/1/?bust=1550683222,,,44663,Pug,Shar-Pei,Medium,OH,Dog,https://www.petfinder.com/dog/cherry-pie-44059727/oh/new-philadelphia/tuscarawas-county-humane-society-oh780/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Mukwonago,bichonandlittlebuddies@gmail.com,Male,True,WI250,44058555,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44058555/1/?bust=1550664922,,,53149,Pug,Beagle,Small,WI,Dog,https://www.petfinder.com/dog/chorizo-44058555/wi/mukwonago/bichon-and-little-buddies-rescue-wi250/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Alvin,info@pughearts.com,Male,False,TX1084,44055173,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44055173/3/?bust=1550628262,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44055173/1/?bust=1550628257,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44055173/2/?bust=1550628260,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/doc-44055173/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Alvin,info@pughearts.com,Male,True,TX1084,44055145,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44055145/2/?bust=1550627539,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44055145/1/?bust=1550627536,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44055145/3/?bust=1550627541,77512,Pug,Boston Terrier,Small,TX,Dog,https://www.petfinder.com/dog/dexter-44055145/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Alvin,info@pughearts.com,Female,True,TX1084,44054835,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44054835/1/?bust=1550621606,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44054835/2/?bust=1550621610,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44054835/3/?bust=1550621612,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/clara-44054835/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Queen Creek,cdczar96@aol.com,Female,True,AZ368,44046123,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44046123/1/?bust=1550527642,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44046123/2/?bust=1550527647,,85242,Pug,,Small,AZ,Dog,https://www.petfinder.com/dog/koko-44046123/az/queen-creek/2nd-chance-dog-rescue-az368/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Queen Creek,cdczar96@aol.com,Female,True,AZ368,44046115,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44046115/1/?bust=1550527543,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44046115/2/?bust=1550527558,,85242,Pug,,Small,AZ,Dog,https://www.petfinder.com/dog/moka-44046115/az/queen-creek/2nd-chance-dog-rescue-az368/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Mission,contact@cinderella-pet-rescue.org,Male,True,TX1280,44044237,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44044237/1/?bust=1553262850,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44044237/2/?bust=1553262951,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44044237/3/?bust=1553262977,78574,Pug,Beagle,Medium,TX,Dog,https://www.petfinder.com/dog/bogart-44044237/tx/mission/cinderella-pet-rescue-inc-tx1280/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Peoria,thelostpaws@gmail.com,Male,True,AZ398,44043314,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44043314/5/?bust=1550467570,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44043314/1/?bust=1550467561,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44043314/2/?bust=1550467564,85381,Pug,Beagle,Medium,AZ,Dog,https://www.petfinder.com/dog/gizmo-44043314/az/peoria/azk9-az398/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Eagle,coneill22@gmail.com,Female,True,ID141,44041976,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44041976/1/?bust=1553275855,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44041976/2/?bust=1553250995,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44041976/3/?bust=1553250998,83616,Pug,Beagle,Medium,ID,Dog,https://www.petfinder.com/dog/daisy-44041976/id/eagle/pug-pals-rescue-id141/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Hillsboro,,Female,True,OH1221,44041626,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44041626/1/?bust=1550454233,,,45133,Pug,,Medium,OH,Dog,https://www.petfinder.com/dog/chrissy-44041626/oh/hillsboro/muttlie-crew-oh1221/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,McPherson,heartstringsanimaladvocates@gmail.com,Male,True,KS295,44040570,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44040570/1/?bust=1550445580,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44040570/2/?bust=1550445582,,67460,Pug,,Small,KS,Dog,https://www.petfinder.com/dog/slinky-44040570/ks/mcpherson/heartstrings-animal-advocates-ks295/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Nixa,route66rescue@yahoo.com,Male,True,MO562,44040247,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44040247/5/?bust=1551301781,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44040247/2/?bust=1550443940,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44040247/6/?bust=1550443975,65714,Pug,Feist,Medium,MO,Dog,https://www.petfinder.com/dog/chief-number-894-44040247/mo/nixa/route-66-rescue-inc-mo562/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Freeport,adopt@bobbicares.org,Female,True,NY27,44039914,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44039914/2/?bust=1550435003,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44039914/1/?bust=1550435000,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44039914/3/?bust=1550435004,11520,Pug,Beagle,Small,NY,Dog,https://www.petfinder.com/dog/suzie-44039914/ny/freeport/bobbi-and-the-strays-ny27/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Windermere,pugrescueofflorida@gmail.com,Male,False,FL669,44038925,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44038925/2/?bust=1550430051,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44038925/1/?bust=1550430044,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44038925/3/?bust=1550430058,34786,Pug,,Small,FL,Dog,https://www.petfinder.com/dog/mango-44038925/fl/windermere/pug-rescue-of-florida-inc-fl669/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Norman,pet_taxi@swbell.net,Male,True,OK86,44036084,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44036084/1/?bust=1553221850,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44036084/2/?bust=1553221851,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44036084/3/?bust=1553249681,73069,Pug,Boston Terrier,Medium,OK,Dog,https://www.petfinder.com/dog/roscoe-swoan-44036084/ok/norman/southwest-oklahoma-animal-network-ok86/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Winchester,s.wilkerson@rocketmail.com,Female,True,CA1861,44033335,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44033335/1/?bust=1550358372,,,92596,Pug,Chihuahua,Small,CA,Dog,https://www.petfinder.com/dog/remi-44033335/ca/winchester/southern-star-animal-rescue-ca1861/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Waupaca,waupacahumane@yahoo.com,Female,True,WI48,44032683,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44032683/1/?bust=1550346290,,,54981,Pug,Beagle,Medium,WI,Dog,https://www.petfinder.com/dog/cleo-44032683/wi/waupaca/humane-society-of-waupaca-county-wi48/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,White Bear Lake,,Female,True,MN09,44031116,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44031116/2/?bust=1550713532,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44031116/1/?bust=1550330635,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44031116/4/?bust=1550330788,55110,Pug,,Medium,MN,Dog,https://www.petfinder.com/dog/taylor-44031116/mn/white-bear-lake/second-chance-animal-rescue-mn09/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Alvin,info@pughearts.com,Female,True,TX1084,44025946,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025946/2/?bust=1550278849,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025946/1/?bust=1550278847,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025946/3/?bust=1550278851,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/carol-44025946/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Alvin,info@pughearts.com,Female,False,TX1084,44025914,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025914/2/?bust=1550278060,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025914/1/?bust=1550278057,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025914/3/?bust=1550278062,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/brandy-44025914/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Alvin,info@pughearts.com,Male,True,TX1084,44025892,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025892/1/?bust=1550277152,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025892/2/?bust=1550277155,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025892/3/?bust=1552685202,77512,Pug,,Medium,TX,Dog,https://www.petfinder.com/dog/boyd-44025892/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Alvin,info@pughearts.com,Male,False,TX1084,44025855,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025855/1/?bust=1550276644,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025855/2/?bust=1550276647,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025855/3/?bust=1550276649,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/blanton-44025855/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Muskegon,dogadoptions@muskegonhumanesociety.org,Male,False,MI846,44025274,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025274/1/?bust=1551205792,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025274/2/?bust=1551205792,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025274/3/?bust=1551383352,49442,Pug,,Small,MI,Dog,https://www.petfinder.com/dog/chico-in-foster-44025274/mi/muskegon/muskegon-humane-society-mi846/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Muskegon,dogadoptions@muskegonhumanesociety.org,Male,False,MI846,44025249,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025249/1/?bust=1551205818,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025249/2/?bust=1551205818,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44025249/3/?bust=1551383396,49442,Pug,,Small,MI,Dog,https://www.petfinder.com/dog/ozzy-in-foster-44025249/mi/muskegon/muskegon-humane-society-mi846/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Colorado Springs,adoptions.misfits@gmail.com,Female,True,CO449,44023960,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44023960/1/?bust=1550250188,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44023960/2/?bust=1550250189,,80911,Pug,Lhasa Apso,Small,CO,Dog,https://www.petfinder.com/dog/lovey-44023960/co/colorado-springs/the-misfits-dog-rescue-co449/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Markham,laurenculver@yahoo.com,Male,True,ON479,44021668,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44021668/1/?bust=1550242500,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44021668/2/?bust=1550242502,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44021668/3/?bust=1550242506,L3P 2S7,Pug,Terrier,Small,ON,Dog,https://www.petfinder.com/dog/diesel-44021668/on/markham/underdog-railroad-canada-on479/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Lebanon,christinebeccashiller@gmail.com,Male,True,SC408,44016338,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44016338/2/?bust=1550188806,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44016338/1/?bust=1550188799,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44016338/3/?bust=1550188820,06249,Pug,Chihuahua,Small,CT,Dog,https://www.petfinder.com/dog/gabby-44016338/ct/lebanon/soft-landings-rescue-sc408/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,San Diego,cuteodyssey4ever@hotmail.com,Male,False,CA1820,44015381,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44015381/1/?bust=1550172062,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44015381/2/?bust=1550172065,,92198,Pug,,Medium,CA,Dog,https://www.petfinder.com/dog/max-44015381/ca/san-diego/cute-odyssey-inc-ca1820/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Tijeras,asklinzb@gmail.com,Male,True,NM185,44012842,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44012842/1/?bust=1550138078,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44012842/2/?bust=1550138082,,87059,Pug,Manchester Terrier,Small,NM,Dog,https://www.petfinder.com/dog/ricky-44012842/nm/tijeras/lap-dog-rescue-of-nm-nm185/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Tijeras,asklinzb@gmail.com,Male,True,NM185,44012826,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44012826/1/?bust=1550134782,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44012826/2/?bust=1550134787,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44012826/3/?bust=1550134791,87059,Pug,Mixed Breed,Small,NM,Dog,https://www.petfinder.com/dog/max-44012826/nm/tijeras/lap-dog-rescue-of-nm-nm185/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Huntington,dwilliam@littleshelter.com,Female,False,NY74,44010377,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44010377/1/?bust=1550131829,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44010377/2/?bust=1550131832,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44010377/3/?bust=1550131833,11743,Pug,,Small,NY,Dog,https://www.petfinder.com/dog/bella-44010377/ny/huntington/little-shelter-animal-rescue-ny74/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Media,crisley1@prodigy.net,Male,True,PA738,44006548,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44006548/5/?bust=1550078829,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44006548/1/?bust=1550078746,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44006548/2/?bust=1550078761,19063,Pug,,Small,PA,Dog,https://www.petfinder.com/dog/hobo-44006548/pa/media/the-rescue-express-pa738/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Vacaville,solanospca@gmail.com,Male,True,CA162,44006351,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44006351/1/?bust=1550075572,,,95696,Pug,Beagle,Small,CA,Dog,https://www.petfinder.com/dog/highland-44006351/ca/vacaville/solano-county-s-dot-pc-dot-a-ca162/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
